,Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Dew_PointC,MeanDew_PointC,Min_DewpointC,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressurehPa,Mean_Sea_Level_PressurehPa,Min_Sea_Level_PressurehPa,Max_VisibilityKm,Mean_VisibilityKm,Min_VisibilitykM,Max_Wind_SpeedKm_h,Mean_Wind_SpeedKm_h,Max_Gust_SpeedKm_h,Precipitationmm,CloudCover,Events,WindDirDegrees,State
569,2014-07-24,26,20,14,14,12,6,82,54,21,1014,1013,1010,31.0,13.0,10.0,21,6,,0.0,1.0,,357,BW
570,2014-07-25,25,20,14,17,14,12,88,68,40,1014,1013,1010,31.0,14.0,10.0,29,5,,4.06,3.0,Rain-Thunderstorm,279,BW
571,2014-07-26,21,18,14,18,16,13,95,84,67,1016,1014,1012,31.0,14.0,8.0,16,5,,0.51,7.0,Rain,299,BW
572,2014-07-27,26,21,16,16,15,13,94,70,39,1017,1015,1013,31.0,14.0,10.0,19,8,,0.0,6.0,Rain,282,BW
573,2014-07-28,27,21,15,18,16,14,94,74,41,1016,1012,1007,31.0,13.0,3.0,29,6,39.0,0.0,5.0,Rain-Thunderstorm,58,BW
574,2014-07-29,20,18,16,17,16,15,100,90,77,1011,1009,1007,27.0,11.0,3.0,11,5,,0.0,7.0,Rain,249,BW
575,2014-07-30,22,19,16,19,17,16,100,89,73,1015,1010,1008,19.0,11.0,5.0,27,8,,5.08,6.0,Rain,289,BW
576,2014-07-31,24,20,16,16,14,12,88,69,39,1017,1015,1013,31.0,12.0,10.0,14,8,,0.0,4.0,,335,BW
577,2014-08-01,24,19,13,17,14,13,94,72,43,1015,1012,1009,31.0,14.0,10.0,13,5,29.0,0.0,4.0,Fog,67,BW
578,2014-08-02,23,19,14,19,16,13,96,81,60,1011,1009,1007,31.0,14.0,9.0,16,5,,5.08,5.0,Fog-Rain-Thunderstorm,112,BW
579,2014-08-03,22,19,16,18,16,15,96,84,59,1015,1012,1010,31.0,11.0,10.0,13,5,,0.51,6.0,Rain-Thunderstorm,212,BW
580,2014-08-04,25,19,14,16,14,13,100,74,37,1019,1016,1014,31.0,12.0,10.0,32,5,,0.25,4.0,Fog-Thunderstorm,319,BW
581,2014-08-05,22,17,12,14,13,11,94,73,46,1021,1019,1018,31.0,13.0,10.0,23,8,,0.0,2.0,,296,BW
582,2014-08-06,24,18,11,15,13,10,100,72,38,1021,1018,1014,31.0,13.0,2.0,16,3,,0.0,6.0,Fog-Rain,216,BW
583,2014-08-07,22,19,16,18,16,14,100,82,57,1017,1016,1014,26.0,11.0,8.0,11,3,37.0,19.05,4.0,Fog-Rain-Thunderstorm,140,BW
584,2014-08-08,26,19,12,17,15,13,100,75,38,1017,1014,1009,19.0,7.0,0.0,11,3,,0.0,3.0,Fog,139,BW
585,2014-08-09,26,21,17,16,15,12,88,64,39,1015,1013,1009,10.0,10.0,10.0,23,8,40.0,0.0,5.0,,224,BW
586,2014-08-10,28,22,17,18,17,14,100,71,37,1014,1011,1006,26.0,12.0,8.0,53,6,,1.02,6.0,Fog-Rain-Thunderstorm,186,BW
587,2014-08-11,22,19,16,17,13,8,94,66,43,1017,1014,1010,16.0,10.0,10.0,23,10,,0.0,5.0,Rain,231,BW
588,2014-08-12,22,18,14,12,10,8,82,61,32,1017,1015,1012,10.0,10.0,10.0,14,10,26.0,0.0,4.0,Rain,239,BW
589,2014-08-13,18,15,12,15,12,9,100,83,55,1013,1008,1005,31.0,12.0,10.0,26,6,45.0,5.08,6.0,Rain,251,BW
590,2014-08-14,20,16,11,13,11,9,88,77,48,1015,1014,1012,10.0,10.0,10.0,24,10,,0.51,4.0,Rain,214,BW
591,2014-08-15,17,14,12,13,11,10,90,80,57,1017,1015,1013,31.0,11.0,10.0,19,8,,2.03,6.0,Rain-Thunderstorm,226,BW
592,2014-08-16,19,16,12,12,10,8,94,76,44,1022,1020,1017,31.0,12.0,10.0,24,10,,1.02,4.0,Rain,255,BW
593,2014-08-17,21,16,11,11,9,8,88,64,35,1022,1017,1012,10.0,10.0,10.0,26,8,37.0,0.0,3.0,,228,BW
594,2014-08-18,19,16,12,12,10,9,82,67,47,1013,1012,1010,10.0,10.0,10.0,27,10,45.0,0.0,6.0,Rain,240,BW
595,2014-08-19,20,16,12,12,9,6,94,68,32,1016,1013,1012,10.0,10.0,10.0,24,8,,0.0,5.0,Rain,257,BW
596,2014-08-20,18,14,10,10,8,6,88,67,38,1018,1017,1016,10.0,10.0,10.0,16,6,34.0,0.0,4.0,,303,BW
597,2014-08-21,18,13,9,10,8,5,89,65,33,1019,1017,1016,31.0,11.0,10.0,14,6,,0.0,4.0,Rain,301,BW
598,2014-08-22,20,14,9,11,8,5,94,66,31,1018,1016,1014,10.0,10.0,10.0,19,5,,0.0,6.0,,248,BW
599,2014-08-23,18,14,9,14,9,7,94,76,48,1018,1016,1015,19.0,10.0,10.0,23,6,26.0,6.1,6.0,Rain,229,BW
600,2014-08-24,17,13,9,10,8,5,94,69,40,1021,1020,1018,31.0,13.0,10.0,24,10,,0.0,4.0,Rain,260,BW
601,2014-08-25,18,12,7,12,8,4,100,72,33,1021,1017,1012,10.0,10.0,10.0,11,3,,0.0,6.0,Rain,184,BW
602,2014-08-26,20,16,12,16,14,12,100,89,64,1012,1008,1005,19.0,10.0,3.0,18,8,,10.92,6.0,Rain,212,BW
603,2014-08-27,19,17,13,14,13,10,95,81,48,1018,1014,1009,31.0,12.0,8.0,14,6,,1.02,5.0,Rain,270,BW
604,2014-08-28,23,17,11,15,13,11,100,77,40,1019,1017,1016,19.0,8.0,0.0,11,3,,0.0,3.0,Fog,267,BW
605,2014-08-29,22,18,13,16,15,12,100,84,55,1019,1017,1016,31.0,11.0,10.0,10,3,,0.51,6.0,Fog-Rain,166,BW
606,2014-08-30,22,18,14,15,13,12,94,73,46,1020,1019,1017,31.0,14.0,10.0,14,6,,0.0,5.0,Fog-Rain,267,BW
607,2014-08-31,15,13,12,14,13,11,100,89,73,1018,1016,1015,19.0,10.0,6.0,21,6,,13.97,6.0,Rain,246,BW
608,2014-09-01,16,13,11,12,11,9,94,80,56,1022,1020,1017,31.0,14.0,10.0,14,10,,0.0,6.0,Rain,311,BW
609,2014-09-02,17,14,11,13,12,10,100,84,56,1022,1021,1021,31.0,14.0,10.0,19,5,,0.25,6.0,Rain,338,BW
610,2014-09-03,17,14,13,14,13,12,100,88,75,1022,1020,1018,31.0,11.0,6.0,19,8,,0.0,6.0,Rain,22,BW
611,2014-09-04,18,16,14,15,14,12,94,83,74,1019,1017,1016,19.0,11.0,10.0,14,10,,0.0,8.0,,77,BW
612,2014-09-05,24,18,12,17,14,12,100,80,48,1017,1015,1013,26.0,11.0,0.0,13,3,,0.0,3.0,Fog,331,BW
613,2014-09-06,24,19,14,17,15,14,100,80,45,1015,1014,1011,31.0,15.0,9.0,10,3,,0.0,6.0,,57,BW
614,2014-09-07,24,18,12,18,15,12,100,82,50,1016,1014,1012,31.0,14.0,2.0,16,5,,0.0,3.0,Fog-Rain-Thunderstorm,5,BW
615,2014-09-08,25,19,14,18,16,14,100,79,49,1018,1016,1014,31.0,11.0,2.0,13,5,,0.0,2.0,Fog,21,BW
616,2014-09-09,22,19,15,16,14,11,94,73,40,1019,1017,1016,31.0,12.0,8.0,14,6,,0.0,5.0,,352,BW
617,2014-09-10,18,16,13,12,10,8,88,70,43,1018,1017,1015,27.0,12.0,10.0,16,8,,0.0,4.0,,350,BW
618,2014-09-11,16,13,11,12,9,8,94,82,63,1018,1016,1015,31.0,13.0,8.0,19,8,,1.02,6.0,Rain,329,BW
619,2014-09-12,14,12,11,14,11,10,100,93,86,1018,1017,1016,26.0,7.0,3.0,21,10,,12.95,7.0,Rain,310,BW
620,2014-09-13,16,14,12,15,13,11,100,93,74,1022,1020,1017,26.0,9.0,3.0,14,8,,1.02,6.0,Rain,343,BW
621,2014-09-14,19,17,14,15,14,12,100,86,61,1021,1019,1016,31.0,11.0,5.0,13,10,,0.0,5.0,Rain,22,BW
622,2014-09-15,20,16,11,15,13,10,100,86,62,1017,1016,1014,31.0,12.0,8.0,13,5,,0.0,4.0,,57,BW
623,2014-09-16,23,17,10,15,13,10,100,83,50,1017,1015,1013,31.0,10.0,5.0,14,5,,0.0,2.0,Fog,74,BW
624,2014-09-17,24,17,9,16,13,10,100,82,47,1015,1013,1010,31.0,7.0,0.0,14,5,,0.0,3.0,Fog,51,BW
625,2014-09-18,24,19,13,18,15,13,100,83,49,1014,1012,1011,26.0,15.0,10.0,14,3,,2.03,6.0,Fog-Rain,221,BW
626,2014-09-19,24,18,13,17,15,12,100,80,47,1016,1014,1013,31.0,11.0,6.0,21,5,,1.02,5.0,Fog-Rain-Thunderstorm,219,BW
627,2014-09-20,23,19,15,17,16,14,100,84,51,1017,1016,1014,31.0,12.0,10.0,8,3,,0.51,3.0,Fog-Rain-Thunderstorm,254,BW
628,2014-09-21,20,17,13,16,14,12,100,88,59,1019,1016,1014,31.0,11.0,6.0,26,8,,7.11,6.0,Fog-Rain-Thunderstorm,277,BW
629,2014-09-22,13,9,6,12,8,5,94,82,52,1023,1020,1018,27.0,12.0,9.0,26,14,,2.03,4.0,Rain-Thunderstorm,282,BW
630,2014-09-23,14,9,4,7,6,4,100,79,46,1024,1021,1018,26.0,13.0,10.0,14,5,,0.0,4.0,,75,BW
631,2014-09-24,18,11,3,10,7,3,100,80,40,1020,1015,1012,31.0,15.0,10.0,14,5,,1.02,6.0,Fog-Rain,272,BW
632,2014-09-25,16,12,8,10,8,6,94,77,43,1024,1020,1015,31.0,12.0,10.0,16,6,,0.0,6.0,Rain,261,BW
633,2014-09-26,19,14,9,10,8,7,93,71,40,1027,1025,1024,31.0,15.0,10.0,14,5,,0.0,3.0,,269,BW
634,2014-09-27,19,15,11,14,11,9,94,80,53,1029,1028,1027,31.0,13.0,10.0,16,5,,0.0,4.0,,84,BW
635,2014-09-28,22,15,8,15,12,7,100,81,50,1028,1026,1023,16.0,11.0,10.0,10,3,21.0,0.0,6.0,Fog,318,BW
636,2014-09-29,25,17,8,15,12,8,100,74,27,1027,1025,1023,31.0,9.0,0.0,14,3,,0.0,3.0,Fog,47,BW
637,2014-09-30,19,17,14,16,14,12,94,85,60,1027,1026,1025,31.0,14.0,10.0,10,3,,2.03,6.0,Fog-Rain,52,BW
638,2014-10-01,20,16,11,16,13,11,100,88,56,1028,1027,1026,31.0,8.0,0.0,11,5,,0.0,5.0,Fog-Rain,343,BW
639,2014-10-02,21,14,9,14,12,9,100,85,47,1030,1028,1026,31.0,7.0,0.0,14,5,,0.0,4.0,Fog,71,BW
640,2014-10-03,19,13,7,13,9,7,100,81,43,1028,1025,1022,31.0,9.0,0.0,16,5,,0.0,2.0,Fog,56,BW
641,2014-10-04,16,11,6,11,9,6,100,85,56,1023,1019,1016,31.0,12.0,5.0,14,5,,0.0,2.0,Fog,105,BW
642,2014-10-05,19,13,7,13,10,7,100,88,52,1018,1016,1014,31.0,10.0,0.0,21,5,,0.0,5.0,Fog-Rain,68,BW
643,2014-10-06,17,12,8,12,9,7,100,89,65,1016,1013,1011,24.0,9.0,2.0,14,3,,0.0,5.0,Fog,81,BW
644,2014-10-07,18,13,8,14,11,8,100,82,50,1013,1010,1007,26.0,11.0,6.0,19,6,,4.06,7.0,Fog-Rain,187,BW
645,2014-10-08,21,17,12,15,12,11,94,77,50,1014,1011,1008,10.0,10.0,10.0,13,6,,0.76,7.0,Rain,174,BW
646,2014-10-09,26,19,11,14,12,8,94,70,23,1014,1010,1007,10.0,10.0,10.0,21,5,,0.0,5.0,Rain,249,BW
647,2014-10-10,17,16,14,15,14,12,100,91,64,1017,1015,1013,31.0,13.0,3.0,10,5,,2.03,6.0,Rain,39,BW
648,2014-10-11,18,16,12,15,14,12,100,91,71,1017,1015,1013,31.0,11.0,6.0,11,5,,0.0,6.0,Rain,209,BW
649,2014-10-12,19,16,12,14,13,11,100,87,63,1017,1014,1009,31.0,14.0,10.0,14,5,,0.0,6.0,Fog-Rain,71,BW
650,2014-10-13,17,13,10,14,12,11,100,87,63,1010,1009,1008,26.0,11.0,0.0,11,3,,0.76,5.0,Fog-Rain,178,BW
651,2014-10-14,20,15,10,13,11,10,100,79,42,1011,1010,1008,26.0,10.0,2.0,13,5,,0.0,3.0,Fog-Rain,211,BW
652,2014-10-15,19,14,10,14,12,10,100,85,48,1010,1009,1007,31.0,12.0,10.0,14,3,,0.76,5.0,Fog-Rain,159,BW
653,2014-10-16,16,14,13,15,13,12,94,89,81,1012,1010,1008,31.0,11.0,6.0,19,8,,4.06,6.0,Rain,214,BW
654,2014-10-17,17,14,10,13,12,10,100,87,56,1021,1015,1008,31.0,10.0,0.0,19,6,,12.95,6.0,Fog-Rain,254,BW
655,2014-10-18,21,13,6,15,11,6,100,88,54,1024,1022,1021,19.0,6.0,0.0,10,3,,0.0,4.0,Fog,83,BW
656,2014-10-19,23,16,8,15,11,8,100,77,37,1023,1021,1019,26.0,10.0,0.0,16,5,,0.0,1.0,Fog,229,BW
657,2014-10-20,20,17,14,15,13,11,88,80,56,1021,1019,1016,31.0,12.0,10.0,19,8,,0.0,6.0,Rain,262,BW
658,2014-10-21,17,12,8,12,9,4,94,77,49,1017,1012,1004,31.0,11.0,10.0,52,11,74.0,4.06,5.0,Rain-Thunderstorm,247,BW
659,2014-10-22,8,7,5,5,3,2,87,76,63,1021,1017,1014,31.0,14.0,10.0,40,24,58.0,0.25,6.0,Rain,266,BW
660,2014-10-23,11,8,6,6,5,3,93,76,53,1026,1024,1020,31.0,14.0,10.0,32,19,,0.0,6.0,Rain,289,BW
661,2014-10-24,14,8,2,8,4,2,100,82,42,1026,1022,1020,31.0,13.0,3.0,10,5,,0.0,2.0,Fog,82,BW
662,2014-10-25,13,9,5,9,7,4,100,84,60,1024,1021,1019,31.0,14.0,10.0,11,3,,0.76,6.0,Rain,85,BW
663,2014-10-26,17,12,8,11,9,7,100,84,55,1027,1026,1024,31.0,13.0,6.0,11,3,,0.0,5.0,Fog,65,BW
664,2014-10-27,13,8,3,7,5,2,100,88,56,1028,1026,1024,31.0,10.0,0.0,18,5,,0.0,4.0,Fog,97,BW
665,2014-10-28,10,6,2,6,4,2,100,86,66,1026,1021,1018,19.0,11.0,9.0,10,3,,0.0,5.0,,98,BW
666,2014-10-29,14,8,2,9,6,4,100,87,54,1023,1019,1017,27.0,10.0,3.0,11,3,,0.0,5.0,Fog,22,BW
667,2014-10-30,13,10,6,11,9,6,100,91,67,1027,1025,1021,31.0,9.0,2.0,6,3,,0.51,7.0,Fog-Rain,101,BW
668,2014-10-31,18,12,6,11,8,6,100,85,50,1028,1026,1024,31.0,10.0,0.0,8,3,35.0,0.0,,Fog,136,BW
669,2014-11-01,19,12,6,11,8,6,100,84,46,1026,1023,1021,31.0,11.0,0.0,10,3,,0.0,6.0,Fog,157,BW
670,2014-11-02,18,10,3,11,8,3,100,85,51,1022,1018,1014,31.0,10.0,0.0,8,3,,0.0,,Fog,69,BW
671,2014-11-03,17,11,5,11,7,4,96,78,47,1014,1008,1000,31.0,21.0,10.0,11,3,,0.0,4.0,Rain,110,BW
672,2014-11-04,14,11,7,9,7,5,93,80,61,1000,997,995,10.0,10.0,10.0,23,6,,0.0,6.0,,335,BW
673,2014-11-05,7,6,5,8,6,4,100,87,78,1010,1003,997,19.0,11.0,10.0,19,8,,9.91,7.0,Rain,271,BW
674,2014-11-06,9,6,3,6,4,2,100,87,64,1016,1012,1009,31.0,12.0,8.0,10,5,,0.0,5.0,Fog-Rain,208,BW
675,2014-11-07,12,6,-1,7,3,0,100,82,49,1015,1011,1008,31.0,10.0,0.0,13,5,,0.0,6.0,Fog-Rain,195,BW
676,2014-11-08,13,8,2,7,4,2,100,81,43,1017,1013,1010,31.0,12.0,3.0,8,5,,0.0,1.0,Fog,109,BW
677,2014-11-09,12,6,1,7,4,1,100,86,60,1012,1010,1009,31.0,20.0,5.0,11,5,,0.0,,Fog,42,BW
678,2014-11-10,8,6,4,8,6,4,100,95,85,1015,1013,1010,26.0,8.0,1.0,11,3,,2.03,6.0,Fog-Rain,182,BW
679,2014-11-11,10,6,2,7,5,2,100,95,79,1014,1008,1003,19.0,7.0,0.0,8,5,,0.0,6.0,Fog,93,BW
680,2014-11-12,8,6,3,8,6,3,100,96,84,1010,1005,1003,11.0,7.0,0.0,10,3,,0.25,7.0,Fog-Rain,208,BW
681,2014-11-13,10,9,8,10,9,8,100,95,84,1014,1012,1010,10.0,7.0,0.0,10,5,,0.0,7.0,Fog-Rain,7,BW
682,2014-11-14,13,9,6,9,7,4,100,88,62,1013,1009,1006,31.0,14.0,5.0,11,5,,0.0,6.0,,114,BW
683,2014-11-15,11,7,3,9,7,3,100,91,74,1007,1003,1000,31.0,14.0,5.0,13,5,,2.03,6.0,Fog-Rain,50,BW
684,2014-11-16,12,9,6,8,6,5,96,84,53,1006,1003,1000,31.0,11.0,5.0,16,10,,0.51,7.0,Rain,205,BW
685,2014-11-17,8,7,4,6,4,4,100,89,76,1007,1005,1004,31.0,13.0,10.0,11,5,,0.0,6.0,,74,BW
686,2014-11-18,8,6,4,6,5,4,93,89,82,1012,1008,1005,14.0,9.0,6.0,19,6,,4.06,7.0,Rain,268,BW
687,2014-11-19,8,6,3,7,6,3,100,92,80,1026,1019,1011,26.0,10.0,0.0,13,8,,0.25,7.0,Fog-Rain,269,BW
688,2014-11-20,7,3,1,6,3,1,100,94,79,1028,1025,1024,19.0,5.0,0.0,13,5,,0.0,6.0,Fog,108,BW
689,2014-11-21,7,5,3,6,4,3,100,91,77,1026,1022,1020,26.0,12.0,9.0,11,5,,0.0,6.0,Rain,74,BW
690,2014-11-22,13,9,4,9,6,4,100,88,59,1023,1021,1020,27.0,12.0,5.0,6,3,,0.0,7.0,Fog,92,BW
691,2014-11-23,12,7,1,8,4,1,100,92,66,1025,1022,1020,31.0,6.0,0.0,10,3,,0.0,2.0,Fog,87,BW
692,2014-11-24,13,9,4,8,6,4,93,87,65,1026,1023,1019,31.0,16.0,10.0,19,5,,0.0,7.0,Rain,13,BW
693,2014-11-25,8,7,6,6,6,3,87,85,76,1026,1022,1019,18.0,11.0,10.0,21,11,,0.0,7.0,,63,BW
694,2014-11-26,7,6,4,5,3,3,93,86,73,1021,1016,1012,19.0,11.0,9.0,14,10,,0.0,8.0,,86,BW
695,2014-11-27,8,6,4,5,4,3,93,89,73,1014,1010,1008,19.0,11.0,10.0,13,6,,0.0,7.0,,77,BW
696,2014-11-28,6,3,1,3,2,0,100,91,70,1014,1010,1008,18.0,9.0,5.0,19,8,39.0,0.0,3.0,Fog,74,BW
697,2014-11-29,3,2,1,1,1,1,93,89,80,1016,1014,1012,19.0,11.0,6.0,14,10,,0.0,7.0,,80,BW
698,2014-11-30,2,2,2,1,1,0,93,88,77,1015,1012,1007,31.0,13.0,10.0,13,6,,0.0,8.0,,99,BW
699,2014-12-01,3,2,2,2,1,1,100,88,77,1010,1007,1005,31.0,11.0,5.0,18,13,,0.0,8.0,Rain,44,BW
700,2014-12-02,3,2,2,3,2,2,100,98,91,1014,1010,1007,7.0,4.0,2.0,11,6,,2.03,7.0,Rain,3,BW
701,2014-12-03,3,2,2,3,2,2,100,96,89,1018,1015,1012,8.0,3.0,0.0,14,10,,0.0,7.0,Fog-Rain-Snow,6,BW
702,2014-12-04,4,3,2,2,1,1,100,85,76,1017,1015,1013,31.0,12.0,2.0,14,6,,0.0,7.0,Rain,144,BW
703,2014-12-05,3,3,2,3,2,1,100,90,80,1021,1018,1016,31.0,10.0,4.0,8,5,,0.0,8.0,Rain,60,BW
704,2014-12-06,3,3,2,3,2,2,100,93,85,1025,1021,1019,14.0,7.0,3.0,14,8,,0.0,7.0,Rain,11,BW
705,2014-12-07,3,2,2,2,1,-1,93,88,76,1025,1022,1020,31.0,11.0,8.0,13,8,,0.25,8.0,Rain,280,BW
706,2014-12-08,5,3,1,2,1,-1,93,85,70,1023,1020,1017,31.0,13.0,10.0,19,8,,0.0,6.0,Rain-Snow,222,BW
707,2014-12-09,2,0,-2,1,0,-2,100,93,84,1032,1026,1018,26.0,8.0,3.0,10,3,,0.0,6.0,Snow,27,BW
708,2014-12-10,4,1,-2,2,-1,-2,100,87,63,1032,1024,1018,31.0,10.0,2.0,16,8,,1.02,6.0,Fog-Rain-Snow,207,BW
709,2014-12-11,7,4,3,3,2,2,93,81,59,1021,1017,1014,31.0,13.0,10.0,34,16,60.0,0.0,6.0,Rain,222,BW
710,2014-12-12,9,7,4,4,2,1,87,68,43,1017,1011,1007,31.0,13.0,10.0,32,16,58.0,0.0,6.0,Rain,212,BW
711,2014-12-13,11,8,5,5,3,0,81,65,45,1015,1011,1008,10.0,10.0,10.0,21,11,,0.0,6.0,Rain,215,BW
712,2014-12-14,9,8,7,8,7,4,100,87,66,1018,1016,1013,31.0,12.0,10.0,16,8,,1.02,7.0,Rain,209,BW
713,2014-12-15,9,6,2,8,6,1,95,86,75,1018,1016,1015,31.0,13.0,3.0,10,6,,0.0,6.0,Fog-Rain,243,BW
714,2014-12-16,6,3,1,5,3,0,100,91,76,1017,1014,1012,26.0,12.0,6.0,16,5,,2.03,6.0,Fog-Rain,252,BW
715,2014-12-17,7,3,1,5,2,-1,93,84,62,1018,1013,1008,31.0,12.0,10.0,19,10,37.0,6.1,6.0,Rain,222,BW
716,2014-12-18,12,8,4,10,7,4,94,84,74,1020,1017,1014,19.0,11.0,5.0,23,11,,1.02,6.0,Rain,220,BW
717,2014-12-19,11,9,8,8,7,5,93,76,60,1022,1019,1017,31.0,11.0,10.0,27,16,47.0,0.0,6.0,Rain,231,BW
718,2014-12-20,6,4,2,6,1,-1,93,74,52,1030,1025,1022,31.0,11.0,10.0,29,16,45.0,0.0,5.0,Rain,241,BW
719,2014-12-21,7,4,3,3,2,0,93,78,58,1035,1032,1029,10.0,10.0,10.0,29,13,,0.25,6.0,Rain,223,BW
720,2014-12-22,10,7,4,4,2,1,76,68,51,1031,1027,1024,10.0,10.0,10.0,23,13,40.0,0.0,7.0,,230,BW
721,2014-12-23,12,6,-1,3,0,-2,93,66,26,1027,1024,1022,23.0,11.0,10.0,14,8,,0.0,6.0,,297,BW
722,2014-12-24,9,3,-3,4,1,-3,100,75,50,1026,1022,1021,19.0,11.0,10.0,23,10,47.0,0.0,5.0,,224,BW
723,2014-12-25,5,4,3,6,1,-1,93,76,56,1029,1025,1021,19.0,10.0,10.0,29,18,,1.02,6.0,Rain,253,BW
724,2014-12-26,4,2,0,1,0,-1,100,88,68,1031,1028,1022,31.0,11.0,2.0,14,10,,3.05,5.0,Rain-Snow,256,BW
725,2014-12-27,2,0,-3,1,-1,-3,100,93,75,1024,1004,996,19.0,7.0,0.0,16,8,,3.05,6.0,Fog-Rain-Snow,157,BW
726,2014-12-28,-3,-7,-11,0,-7,-13,100,82,52,1035,1015,998,31.0,9.0,1.0,26,13,,0.25,6.0,Fog-Snow,355,BW
727,2014-12-29,-1,-8,-14,-3,-8,-15,93,87,74,1037,1032,1029,31.0,10.0,2.0,16,6,,1.02,6.0,Snow,245,BW
728,2014-12-30,1,-1,-2,0,-2,-4,100,91,80,1038,1034,1032,14.0,7.0,1.0,16,10,,3.05,7.0,Snow,276,BW
729,2014-12-31,1,0,-1,-1,-1,-2,93,89,79,1038,1035,1033,18.0,10.0,6.0,10,5,,0.0,7.0,Snow,217,BW
730,2015-01-01,1,0,-1,0,-1,-2,100,94,85,1040,1036,1034,7.0,3.0,0.0,13,5,,0.0,7.0,Fog-Snow,187,BW
731,2015-01-02,4,-1,-6,2,-1,-7,100,85,55,1037,1032,1029,31.0,13.0,6.0,19,8,,1.02,6.0,Fog-Rain,217,BW
732,2015-01-03,9,4,-1,7,2,-1,100,92,73,1037,1026,1014,19.0,10.0,0.0,37,8,47.0,7.11,6.0,Fog-Rain,230,BW
733,2015-01-04,4,2,1,2,-1,-2,93,82,60,1038,1031,1022,31.0,14.0,10.0,26,16,,0.0,5.0,Rain,277,BW
734,2015-01-05,7,2,-3,-1,-2,-4,100,78,39,1038,1033,1028,31.0,15.0,10.0,14,6,,0.0,4.0,,221,BW
735,2015-01-06,3,-1,-6,0,-3,-6,100,88,66,1031,1025,1022,31.0,20.0,10.0,6,3,,0.0,,Fog,47,BW
736,2015-01-07,4,1,-3,2,-1,-3,100,90,78,1033,1029,1025,31.0,14.0,10.0,10,5,,0.0,5.0,Rain,73,BW
737,2015-01-08,9,3,-2,6,2,-2,93,81,61,1033,1028,1024,31.0,13.0,10.0,37,8,58.0,2.03,6.0,Rain,213,BW
738,2015-01-09,12,7,3,9,4,1,87,77,53,1035,1027,1019,31.0,11.0,10.0,35,18,61.0,0.0,6.0,Rain,228,BW
739,2015-01-10,14,11,8,10,8,7,93,74,55,1021,1018,1015,26.0,10.0,6.0,35,27,60.0,0.0,6.0,Rain,235,BW
740,2015-01-11,4,2,1,7,1,-2,93,77,57,1029,1022,1015,31.0,12.0,2.0,40,24,61.0,3.05,6.0,Rain-Snow-Hail,258,BW
741,2015-01-12,7,4,2,0,-2,-7,75,60,25,1029,1025,1020,10.0,10.0,10.0,29,16,48.0,0.0,6.0,Rain,211,BW
742,2015-01-13,14,7,0,3,-3,-8,75,44,18,1022,1016,1012,10.0,10.0,10.0,26,8,55.0,0.0,6.0,Rain,210,BW
743,2015-01-14,7,4,2,6,2,-1,93,77,47,1022,1015,1012,26.0,10.0,4.0,42,18,66.0,5.08,5.0,Rain-Snow,224,BW
744,2015-01-15,8,4,0,3,1,-1,100,71,46,1021,1011,1006,,,,16,6,,0.0,,,181,BW
745,2015-01-16,7,6,3,6,4,0,93,83,46,1010,1007,1005,31.0,13.0,10.0,14,8,,1.02,7.0,Rain,264,BW
746,2015-01-17,4,2,1,3,2,0,100,90,81,1020,1014,1008,31.0,12.0,8.0,16,8,,2.03,7.0,Rain,239,BW
747,2015-01-18,3,0,-3,1,-1,-3,100,90,69,1021,1017,1013,27.0,9.0,0.0,11,5,,0.0,5.0,Fog,184,BW
748,2015-01-19,3,0,-3,1,-2,-4,100,88,72,1016,1011,1009,31.0,13.0,5.0,8,3,,0.51,6.0,Fog-Rain-Snow,150,BW
749,2015-01-20,0,-1,-1,1,-1,-2,100,94,84,1014,1011,1009,14.0,5.0,1.0,14,5,,2.03,7.0,Fog-Rain-Snow,22,BW
750,2015-01-21,2,0,-1,-1,-1,-2,94,86,73,1014,1010,1008,14.0,9.0,6.0,18,8,,0.0,7.0,,80,BW
751,2015-01-22,1,0,-1,-1,-2,-2,93,86,77,1019,1012,1009,11.0,7.0,5.0,13,8,,0.0,8.0,Fog-Snow,21,BW
752,2015-01-23,1,0,0,0,-1,-1,100,92,82,1026,1021,1016,13.0,6.0,2.0,11,8,,0.25,8.0,Fog-Rain-Snow,343,BW
753,2015-01-24,1,0,-1,-1,-2,-2,93,86,67,1026,1022,1018,31.0,10.0,1.0,16,6,,0.25,7.0,Snow,268,BW
754,2015-01-25,2,1,-1,0,-1,-2,100,86,70,1032,1028,1023,27.0,11.0,3.0,26,11,,0.0,6.0,Snow,293,BW
755,2015-01-26,1,1,0,0,-1,-2,100,90,78,1030,1024,1018,31.0,9.0,2.0,14,8,,2.03,6.0,Rain-Snow,214,BW
756,2015-01-27,3,1,0,1,-1,-2,100,84,64,1024,1022,1018,31.0,12.0,5.0,24,14,,0.0,6.0,Rain-Snow,267,BW
757,2015-01-28,4,2,1,2,-1,-2,93,80,61,1024,1014,1000,31.0,12.0,10.0,27,11,53.0,0.51,6.0,Rain-Snow,214,BW
758,2015-01-29,4,2,1,2,-1,-3,93,81,57,1003,993,975,31.0,12.0,10.0,23,16,39.0,0.0,7.0,Rain,210,BW
